SrNo,Health Facility Name,pincode,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Unnamed: 10
1482,Khuntamal,768213,21.9187,84.29405,0,SubCentre,Odisha,Jharsuguda,\N,
1483,Laikera,768215,21.88455,84.20795,0,SubCentre,Odisha,Jharsuguda,\N,
1484,Mundrajore,768213,21.87763,84.26284,0,SubCentre,Odisha,Jharsuguda,\N,
1485,Niktimal,768213,21.87763,84.26284,0,SubCentre,Odisha,Jharsuguda,\N,
1486,Pakelpada,768213,21.98504,84.34185,0,SubCentre,Odisha,Jharsuguda,\N,
1487,Tileimal,768215,22.01137,84.33439,0,SubCentre,Odisha,Jharsuguda,\N,
1488,Lakhanpur,768216,21.7654,83.77366,0,Community Health Center,Odisha,Jharsuguda,\N,
1489,Remta,768226,21.68431,83.50023,0,Primary Health Centre,Odisha,Jharsuguda,\N,
1490,Palsada,768226,21.76369,83.60526,0,Primary Health Centre,Odisha,Jharsuguda,\N,
1491,Astaranga CHC,752109,19.9761,86.27152,0,Community Health Center,Odisha,Puri,Astaranga,
1492,Belpahar,768218,21.82667,83.85967,0,Others,Odisha,Jharsuguda,\N,
1493,Kanaktora,768226,21.78156,83.48802,0,Primary Health Centre,Odisha,Jharsuguda,\N,
1494,Kumarbandha,768234,21.69424,83.91754,0,Primary Health Centre,Odisha,Jharsuguda,\N,
1495,Adhapada,768234,21.68845,83.82423,0,Primary Health Centre,Odisha,Jharsuguda,\N,
1496,Lakhanpur,768234,21.76929,83.78869,0,SubCentre,Odisha,Jharsuguda,\N,
1497,Katapali,768225,21.83148,83.54832,0,SubCentre,Odisha,Jharsuguda,\N,
1498,Palsada,768226,21.7679,83.60024,0,SubCentre,Odisha,Jharsuguda,\N,
1499,Bantala PHC(N),752109,19.94084,86.23687,0,Primary Health Centre,Odisha,Puri,Astaranga,
1500,Bagmunda,768219,21.73056,83.77205,0,SubCentre,Odisha,Jharsuguda,\N,
1501,Bandhabahal,768211,21.75072,83.87496,0,SubCentre,Odisha,Jharsuguda,\N,
1502,Gopa CHC,752110,19.98479,86.02047,0,Community Health Center,Odisha,Puri,Gop ,
1503,Banjari,768217,21.82432,83.82077,0,SubCentre,Odisha,Jharsuguda,\N,
1504,Belpahar,768218,21.79726,83.87177,0,SubCentre,Odisha,Jharsuguda,\N,
1505,Bhanarkhol,768219,21.75196,83.73063,0,SubCentre,Odisha,Jharsuguda,\N,
1506,Ambilihana PHC(N),752110,19.93548,86.1127,0,Primary Health Centre,Odisha,Puri,Gop ,
1507,Bhikampali,768217,21.78328,83.56743,0,SubCentre,Odisha,Jharsuguda,\N,
1508,Badatara PHC(N),752110,19.92284,86.03722,0,Primary Health Centre,Odisha,Puri,Gop ,
1509,Biritung PHC(N),752110,19.96625,86.06158,0,Primary Health Centre,Odisha,Puri,Gop ,
1510,Dalgaon,768211,21.71995,83.90078,0,SubCentre,Odisha,Jharsuguda,\N,
1511,Chhaitana PHC(N),752110,19.87142,85.93185,0,Primary Health Centre,Odisha,Puri,Gop ,
1512,Gumadera,768216,21.78443,83.70921,0,SubCentre,Odisha,Jharsuguda,\N,
1513,Kanaktora,768226,21.78219,83.49005,0,SubCentre,Odisha,Jharsuguda,\N,
1514,Kiritmal,768225,21.66985,83.48582,0,SubCentre,Odisha,Jharsuguda,\N,
1515,Kumarbandha,768225,21.69563,83.92635,0,SubCentre,Odisha,Jharsuguda,\N,
1516,Kusraloi,768225,21.71662,83.84705,0,SubCentre,Odisha,Jharsuguda,\N,
1517,Nagapur,752110,19.93245,86.0104,0,Primary Health Centre,Odisha,Puri,Gop ,
1520,Tarasahi,754108,20.044517,86.278819,0,Primary Health Centre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
1521,Polasola,745103,20.29215,86.18229,0,Primary Health Centre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
1522,CHC Chiliguda,766014,19.7307,82.90639,0,Community Health Center,Odisha,Kalahandi,Junagarh ,
1523,Naliguda,764047,18.42,82.19,0,SubCentre,Odisha,Malkangiri  ,Paparmetla ,
1524,MV 47,764046,18.26,81.88,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1525,Tandiki,764045,18.43,81.82,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1526,Panighata,764046,18.33,82.22,0,SubCentre,Odisha,Malkangiri  ,Paparmetla ,
1527,Siadimal,764045,18.33,81.85,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1528,Samanathpur,764046,18.29,82.12,0,SubCentre,Odisha,Malkangiri  ,Paparmetla ,
1529,MUDULIGUDA,764051,18.08,82.33,0,SubCentre,Odisha,Malkangiri  ,Paparmetla ,
1530,AMPANI PHC,766028,19.57683,82.62566,0,Primary Health Centre,Odisha,Kalahandi,Kokasara ,
1531,Sikhapaly,764086,18.26,81.8,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1532,Badili,764086,18.2,81.79,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1533,JUGSAHIPATNA PHC,766001,19.75155,83.19428,0,Primary Health Centre,Odisha,Kalahandi,Sadar ,
1534,Poteru,764086,18.11,82.02,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1535,URLADANI PHC,766102,20.13918,83.63681,0,Primary Health Centre,Odisha,Kalahandi,Madanpur Rampur ,
1536,Matapaka,764086,18.31824,81.72212,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1537,MV 21,764086,18.22,81.85,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1538,MV 15,764086,18.29,81.81,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1539,Pulimetla,764086,18.17,81.8,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1540,Tumsapally,764045,18.24501,81.92689,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1541,Pitakonda,764045,18.18,81.91,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1542,Mariwada,764045,18.21,81.89,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1543,MV  22,764045,18.26,81.93,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1544,mv 28,764045,18.24,81.98,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1545,Kamawada,764051,18.21,81.89,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
1546,Machida,768226,21.81339,83.61056,0,SubCentre,Odisha,Jharsuguda,\N,
1547,Muralipali,768226,21.69748,83.47548,0,SubCentre,Odisha,Jharsuguda,\N,
1548,Pandori,768234,21.67268,83.799,0,SubCentre,Odisha,Jharsuguda,\N,
1549,Pithinda,768226,21.72349,83.51279,0,SubCentre,Odisha,Jharsuguda,\N,
1550,Rampela,768211,21.67248,83.9481,0,SubCentre,Odisha,Jharsuguda,\N,
1551,Remenda,768211,21.68528,83.83202,0,SubCentre,Odisha,Jharsuguda,\N,
1552,Samarbaga,768211,21.776,83.67513,0,SubCentre,Odisha,Jharsuguda,\N,
1553,Sarandamal,768211,21.73891,83.89075,0,SubCentre,Odisha,Jharsuguda,\N,
1554,Sukhasoda,768216,21.69158,83.43854,0,SubCentre,Odisha,Jharsuguda,\N,
1555,Tilia,768211,21.63783,83.92668,0,SubCentre,Odisha,Jharsuguda,\N,
1556,Ujalpur,768211,21.86162,83.82107,0,SubCentre,Odisha,Jharsuguda,\N,
1557,Baladiabandha PHC (N),759027,20.594807,85.64831,0,Primary Health Centre,Odisha,Dhenkanal,Dhenkanal Sadar ,
1558,Pipli,752104,20.10713,85.83662,0,Community Health Center,Odisha,Puri,Pipili ,
1559,Mangalpur,752104,20.17534,85.89028,0,Community Health Center,Odisha,Puri,Pipili ,
1560,Managalpur,752104,20.17398,85.88529,0,SubCentre,Odisha,Puri,Pipili ,
1561,Panidol,752104,20.11891,85.78378,0,Community Health Center,Odisha,Puri,Pipili ,
1562,Kamakantia,752104,20.04483,85.8595,0,Primary Health Centre,Odisha,Puri,Pipili ,
1564,Laxminarayanapur,752104,20.17006,85.87684,0,Primary Health Centre,Odisha,Puri,Pipili ,
1565,KHORAPADA,752104,20.12017,85.8154,0,Primary Health Centre,Odisha,Puri,Pipili ,
1566,Satasankha,752104,20.15519,85.88998,0,Primary Health Centre,Odisha,Puri,Pipili ,
1567,Binayakpur,752104,20.14061,85.89028,0,SubCentre,Odisha,Puri,Pipili ,
1568,Gobindapur,752104,20.14795,85.86117,0,SubCentre,Odisha,Puri,Pipili ,
1569,Mathasahi,752104,20.09637,85.79202,0,SubCentre,Odisha,Puri,Pipili ,
1570,Somepur,752104,20.06155,85.84978,0,SubCentre,Odisha,Puri,Pipili ,
1572,Abalpur,752104,20.03061,85.80529,0,SubCentre,Odisha,Puri,Pipili ,
1573,Bahilipada,752104,20.16342,85.7806,0,SubCentre,Odisha,Puri,Pipili ,
1574,Bharalipur,752104,19.99966,85.84639,0,SubCentre,Odisha,Puri,Pipili ,
1575,Danagahiri,752104,20.10013,85.81903,0,SubCentre,Odisha,Puri,Pipili ,
1576,Dandamukundapur,752104,20.07829,85.83537,0,SubCentre,Odisha,Puri,Pipili ,
1577,Gudiapokhari,752104,20.18185,85.86121,0,SubCentre,Odisha,Puri,Pipili ,
1578,R N Rath Hospital,754227,20.72835,86.66062,0,Others,Odisha,Kendrapara ,Rajkanika ,
1579,Hatasahi,752104,20.09749,85.80974,0,SubCentre,Odisha,Puri,Pipili ,
1580,Jasupur,752104,20.00586,85.82869,0,SubCentre,Odisha,Puri,Pipili ,
1581,Kamakantia,752104,20.04592,85.86328,0,SubCentre,Odisha,Puri,Pipili ,
1582,Kumareswar,752104,19.99968,85.83224,0,SubCentre,Odisha,Puri,Pipili ,
1583,Laxminarayanapur,752104,20.17042,85.87747,0,SubCentre,Odisha,Puri,Pipili ,
1584,DAV MAC,769012,22.18947,84.87045,0,Others,Odisha,Sundargarh,Sundargarh  P.S.  ,
1585,Murdanipur,752104,20.06249,85.80058,0,SubCentre,Odisha,Puri,Pipili ,
1586,Nuasasan,752104,20.08151,85.86668,0,SubCentre,Odisha,Puri,Pipili ,
1587,Pipli,752104,20.1086,85.83625,0,SubCentre,Odisha,Puri,Pipili ,
1589,Chikatmati,770031,22.13031,84.88347,0,Primary Health Centre,Odisha,Sundargarh,Lathikata P.S.,
1590,Pomsara,752104,20.15839,85.83182,0,SubCentre,Odisha,Puri,Pipili ,
1591,Poparanga,752104,20.14557,85.81716,0,SubCentre,Odisha,Puri,Pipili ,
1592,Ratha Purusottampur,752104,20.0129,85.86689,0,SubCentre,Odisha,Puri,Pipili ,
1593,Kutunia PHC(N),770017,22.24375,84.56051,0,Primary Health Centre,Odisha,Sundargarh,Rajagangapur P.S.,
1594,Rupedeipur,752104,20.02911,85.87376,0,SubCentre,Odisha,Puri,Pipili ,
1595,Saraswatipur,752104,19.99969,85.86732,0,SubCentre,Odisha,Puri,Pipili ,
1596,Teisipur,752104,20.01523,85.80919,0,SubCentre,Odisha,Puri,Pipili ,
1597,Bangurigaon,752118,19.93571,86.19395,0,Community Health Center,Odisha,Puri,Kakatpur ,
1598,Anantapur CHC,756045,21.22914,86.76051,0,Community Health Center,Odisha,Baleshwar,Soro P.S.,
1599,Patapur,752118,19.98791,86.16616,0,Primary Health Centre,Odisha,Puri,Kakatpur ,
1600,Balidokan,752118,19.9628,86.16439,0,Primary Health Centre,Odisha,Puri,Kakatpur ,
1601,Nayahat,752110,20.00308,86.12867,0,Primary Health Centre,Odisha,Puri,Gop ,
1602,Fakirsahi,752118,19.90237,86.20731,0,Primary Health Centre,Odisha,Puri,Kakatpur ,
1603,Bahabalpur PHC,756027,21.513855,87.073456,0,Primary Health Centre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
1604,Kakatpur,752118,20.00164,86.19804,0,Others,Odisha,Puri,Kakatpur ,
1605,Antara,756048,21.16771,86.48164,0,Primary Health Centre,Odisha,Baleshwar,Khaira P.S. ,
1606,Patapur,752118,19.98443,86.16231,0,SubCentre,Odisha,Puri,Kakatpur ,
1607,Sunhat OH,756001,21.496237,86.926025,0,Others,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
1608,Bolanga PHC,756024,21.571829,87.169798,0,Primary Health Centre,Odisha,Baleshwar,Singla P.S. ,
1609,Kurujanga,752118,19.96196,86.1905,0,SubCentre,Odisha,Puri,Kakatpur ,
1610,Sindhol PHC(N),767018,21.08727,83.8518,0,Primary Health Centre,Odisha,Sonapur  ,Ulunda ,
1611,Bajapur,752118,19.98299,86.20435,0,SubCentre,Odisha,Puri,Kakatpur ,
1612,Ahmunia Patna,752118,19.89675,86.12256,0,SubCentre,Odisha,Puri,Kakatpur ,
1613,Balidokan,752118,19.9628,86.16128,0,SubCentre,Odisha,Puri,Kakatpur ,
1614,Bangurigaon,752118,19.93622,86.19412,0,SubCentre,Odisha,Puri,Kakatpur ,
1615,Chitraswari,752118,19.92722,86.11709,0,SubCentre,Odisha,Puri,Kakatpur ,
1616,Fakirsahi,752118,19.90194,86.20985,0,SubCentre,Odisha,Puri,Kakatpur ,
1617,Bedipur,756043,21.39207,86.84042,0,Primary Health Centre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
1619,Singla PHC,756023,21.67486,87.19284,0,Primary Health Centre,Odisha,Baleshwar,Basta P.S. ,
1620,Garsanga,756048,21.18585,86.48127,0,Primary Health Centre,Odisha,Baleshwar,Khaira P.S. ,
1621,Gambharipada,752118,19.91267,86.15154,0,SubCentre,Odisha,Puri,Kakatpur ,
1623,Deula PHC,756036,21.69352,87.44073,0,Primary Health Centre,Odisha,Baleshwar,Kamarda P.S. (New),
1624,Kahala,752118,19.99117,86.23146,0,SubCentre,Odisha,Puri,Kakatpur ,
1625,Srijung,756037,21.77308,87.36584,0,Primary Health Centre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
1626,Kakatpur,752118,19.99963,86.19191,0,SubCentre,Odisha,Puri,Kakatpur ,
1627,Kotanga,752118,19.93236,86.16469,0,SubCentre,Odisha,Puri,Kakatpur ,
1628,Sradhapur PHC,756039,21.61075,87.42348,0,Primary Health Centre,Odisha,Baleshwar,Kamarda P.S. (New),
1629,Nasikeswar,752118,19.93917,86.20454,0,SubCentre,Odisha,Puri,Kakatpur ,
1631,Nilakanthpur,752118,20.00021,86.20491,0,SubCentre,Odisha,Puri,Kakatpur ,
1632,Othaka,752118,20.00048,86.17124,0,SubCentre,Odisha,Puri,Kakatpur ,
1633,Patharpaka,752118,20.0125,86.18373,0,SubCentre,Odisha,Puri,Kakatpur ,
1635,Satarash,752118,19.94419,86.14536,0,SubCentre,Odisha,Puri,Kakatpur ,
1636,Chandaneswar PHC,756037,21.64231,87.46363,0,Primary Health Centre,Odisha,Baleshwar,Kamarda P.S. (New),
1637,Madaranga,752110,19.92384,85.98886,0,Primary Health Centre,Odisha,Puri,Gop ,
1638,Jalasuharia PHC,756036,21.659032,87.44406,0,Primary Health Centre,Odisha,Baleshwar,Kamarda P.S. (New),
1642,Sunabeda,763002,18.5472,82.7932,0,Community Health Center,Odisha,Koraput,Similiguda ,
1644,Leprosy Home & Hospital,753001,20.460957,85.918002,0,Civil Hospital/General Hospital,Odisha,Cuttack,Cuttack (M.Corp.) P.S,
1645,Suka Pokhari,752118,20.03523,86.16707,0,SubCentre,Odisha,Puri,Kakatpur ,
1646,Udit Narayan Pur T.B Hospital,766002,20.284614,83.167662,0,Civil Hospital/General Hospital,Odisha,Kalahandi,Sadar ,
1647,B.M.S.N Chandpur,752024,19.94299,85.40331,0,Civil Hospital/General Hospital,Odisha,Nayagarh  ,Ranapur ,
1648,"I.D.H,Puri",752001,19.811171,85.835598,0,Civil Hospital/General Hospital,Odisha,Puri,Puri (M) P.S.,
1651,Leprosy Home & Hosp.,768105,21.3313,84.10079,0,Civil Hospital/General Hospital,Odisha,Sambalpur,Jujomura P.S.,
1652,Astaranga,752109,19.97857,86.27614,0,SubCentre,Odisha,Puri,Astaranga,
1674,Khandasahi,752109,20.01498,86.25061,0,Primary Health Centre,Odisha,Puri,Astaranga,
1677,Delanga,752015,20.06026,85.74628,0,Community Health Center,Odisha,Puri,Delanga ,
1678,Ratanapur,752109,19.9761,86.27152,0,Primary Health Centre,Odisha,Puri,Astaranga,
1681,Ostapur,752109,20.01193,86.24102,0,SubCentre,Odisha,Puri,Astaranga,
1685,Harirajpur,752015,20.03553,85.70435,0,Primary Health Centre,Odisha,Puri,Delanga ,
1686,Nuagaon,752015,20.07194,85.7977,0,SubCentre,Odisha,Puri,Delanga ,
1687,Kalyanpur PHC,752015,20.03553,85.70435,0,Primary Health Centre,Odisha,Puri,Delanga ,
1688,Haripur,752015,20.014,85.72836,0,SubCentre,Odisha,Puri,Delanga ,
1690,Gobindapur,752015,19.99875,85.79206,0,SubCentre,Odisha,Puri,Delanga ,
1691,Harirajpur,752015,20.11739,85.69118,0,SubCentre,Odisha,Puri,Delanga ,
1693,Indipur PHC,752015,19.98116,85.72493,0,Primary Health Centre,Odisha,Puri,Delanga ,
1694,Naiguan,752109,20.00457,86.25649,0,SubCentre,Odisha,Puri,Astaranga,
1695,Kalyanpur,752015,20.03426,85.69765,0,SubCentre,Odisha,Puri,Delanga ,
1696,Ghoradia PHC,752015,20.06775,85.7797,0,Primary Health Centre,Odisha,Puri,Delanga ,
1697,Nuagada,752109,19.96339,86.34233,0,SubCentre,Odisha,Puri,Astaranga,
1698,Indipur,752015,19.98583,85.72757,0,SubCentre,Odisha,Puri,Delanga ,
1701,Sri Purusottampur,752015,19.99289,85.7557,0,SubCentre,Odisha,Puri,Delanga ,
1702,Alasahi,752109,20.01059,86.29561,0,SubCentre,Odisha,Puri,Astaranga,
1703,Sujanpur (Delanga MC),752015,19.99289,85.7557,0,SubCentre,Odisha,Puri,Delanga ,
1704,Singh Barahampur,752015,20.11911,85.74383,0,SubCentre,Odisha,Puri,Delanga ,
1705,Badaola,752109,19.92777,86.2345,0,SubCentre,Odisha,Puri,Astaranga,
1706,Jharapada,752015,20.07031,85.76355,0,SubCentre,Odisha,Puri,Delanga ,
1708,Sauria,752015,20.07508,85.70635,0,SubCentre,Odisha,Puri,Delanga ,
1709,Arisal,752015,20.07283,85.78476,0,SubCentre,Odisha,Puri,Delanga ,
1710,Edvans,752109,20.03672,86.26115,0,SubCentre,Odisha,Puri,Astaranga,
1711,Sadagoi,752015,20.09499,85.76206,0,SubCentre,Odisha,Puri,Delanga ,
1712,Barakera,752015,20.04725,85.71647,0,SubCentre,Odisha,Puri,Delanga ,
1714,Pidhapatna,752015,20.02453,85.7842,0,SubCentre,Odisha,Puri,Delanga ,
1715,Berboi,752015,20.04407,85.76008,0,SubCentre,Odisha,Puri,Delanga ,
1716,Nadakhanda,752015,20.08918,85.68805,0,SubCentre,Odisha,Puri,Delanga ,
1718,Jhadalinga,752109,19.97823,86.30442,0,SubCentre,Odisha,Puri,Astaranga,
1719,Dhanakera,752015,19.97973,85.69721,0,SubCentre,Odisha,Puri,Delanga ,
1720,Motari,752015,20.09558,85.74659,0,SubCentre,Odisha,Puri,Delanga ,
1722,Ghoradia,752015,20.12885,85.705,0,SubCentre,Odisha,Puri,Delanga ,
1723,Kunjar,752015,20.07191,85.73379,0,SubCentre,Odisha,Puri,Delanga ,
1724,Gualipada,752015,20.01943,85.74441,0,SubCentre,Odisha,Puri,Delanga ,
1729,Kendrapati,752109,19.97587,86.2288,0,SubCentre,Odisha,Puri,Astaranga,
1733,Nagar,752109,20.00624,86.31029,0,SubCentre,Odisha,Puri,Astaranga,
1735,Krushna Prasad,753033,19.63488,85.26502,0,Community Health Center,Odisha,Puri,Krushna Prasad ,
1736,Namaro,752109,19.96009,86.24056,0,SubCentre,Odisha,Puri,Astaranga,
1737,Chilka Nuapada,753033,19.66357,85.38094,0,Community Health Center,Odisha,Puri,Krushna Prasad ,
1738,Patalada,752109,19.95894,86.27333,0,SubCentre,Odisha,Puri,Astaranga,
1739,Panas Pada,753033,19.73205,85.51928,0,Primary Health Centre,Odisha,Puri,Krushna Prasad ,
1740,Saripur,752109,19.96109,86.22389,0,SubCentre,Odisha,Puri,Astaranga,
1741,Satapada,753033,19.66845,85.45472,0,Primary Health Centre,Odisha,Puri,Krushna Prasad ,
1743,Sundar,752109,19.94317,86.26935,0,SubCentre,Odisha,Puri,Astaranga,
1744,Rebana Nuagaon,752011,19.80092,85.69789,0,Community Health Center,Odisha,Puri,Brahmagiri ,
1745,Khajuria,752011,19.82526,85.62834,0,Primary Health Centre,Odisha,Puri,Brahmagiri ,
1746,Brahmagir,752011,19.79386,85.64402,0,Primary Health Centre,Odisha,Puri,Brahmagiri ,
1747,DHARMAKIRTI,752011,19.851346,85.663898,0,Primary Health Centre,Odisha,Puri,Brahmagiri ,
1748,Titipa,753033,19.61176,85.33956,0,Primary Health Centre,Odisha,Puri,Krushna Prasad ,
1749,Raibidhar,752011,19.8503,85.64496,0,Primary Health Centre,Odisha,Puri,Brahmagiri ,
1750,Alanda,753033,19.6133,85.31008,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1751,Ramachandrapur,752011,19.87169,85.66906,0,SubCentre,Odisha,Puri,Brahmagiri ,
1752,Arakhakuda,753033,19.71814,85.56582,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1753,Sunamuhin,752011,19.78511,85.58091,0,SubCentre,Odisha,Puri,Brahmagiri ,
1754,Badajhada,753033,19.63425,85.37218,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1755,Bajrakata,753033,19.5397,85.22918,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1756,Barudi,752011,19.78979,85.72676,0,SubCentre,Odisha,Puri,Brahmagiri ,
1757,Chilka Nuapada,753033,19.66529,85.38703,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1758,Brahmagiri,752011,19.80069,85.63615,0,SubCentre,Odisha,Puri,Brahmagiri ,
1759,Dahanigadia,752011,19.82311,85.62256,0,SubCentre,Odisha,Puri,Brahmagiri ,
1760,Mahinsa Berhampur,753033,19.64274,85.42695,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1761,Gadakokhala,752011,19.85568,85.62256,0,SubCentre,Odisha,Puri,Brahmagiri ,
1762,Maluda,753033,19.58267,85.23764,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1763,Morada,753033,19.59766,85.30203,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1764,Gopinathpur,752012,20.06075,85.88183,0,SubCentre,Odisha,Puri,Nimapada ,
1765,Nandala,753033,19.48452,85.17695,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1766,Garharodhanga (Gada Kekar),752011,19.778,85.6189,0,SubCentre,Odisha,Puri,Brahmagiri ,
1767,Panasapada,753033,19.72671,85.51703,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1768,Ghanapana,752011,19.82672,85.67387,0,SubCentre,Odisha,Puri,Brahmagiri ,
1769,Pirijpur,753033,19.6933,85.49798,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1770,Golara,752011,19.84911,85.60147,0,SubCentre,Odisha,Puri,Brahmagiri ,
1771,Gorual,752011,19.81385,85.75465,0,SubCentre,Odisha,Puri,Brahmagiri ,
1772,Kankuda,752011,19.83293,85.75012,0,SubCentre,Odisha,Puri,Brahmagiri ,
1773,Satapada,753033,19.66773,85.4554,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1774,Kapileswarpur,752011,19.84275,85.72962,0,SubCentre,Odisha,Puri,Brahmagiri ,
1775,Titipa,753033,19.6079,85.33805,0,SubCentre,Odisha,Puri,Krushna Prasad ,
1794,Khajuria (Sujanpur),752011,19.77397,85.7457,0,SubCentre,Odisha,Puri,Brahmagiri ,
1795,Lambitala,752011,19.82664,85.72172,0,SubCentre,Odisha,Puri,Brahmagiri ,
1796,Manapada,752011,19.84312,85.63415,0,SubCentre,Odisha,Puri,Brahmagiri ,
1797,Matmatpur,752011,19.76618,85.65627,0,SubCentre,Odisha,Puri,Brahmagiri ,
1798,Palanka,752011,19.77909,85.68129,0,SubCentre,Odisha,Puri,Brahmagiri ,
1799,Palli,752011,19.88897,85.6836,0,SubCentre,Odisha,Puri,Brahmagiri ,
1800,Ranapada,752011,19.85697,85.63015,0,SubCentre,Odisha,Puri,Brahmagiri ,
1801,Rebana Nuagaon,752011,19.79646,85.6935,0,SubCentre,Odisha,Puri,Brahmagiri ,
1804,Khandakai,752011,19.741606,85.630475,0,Primary Health Centre,Odisha,Puri,Krushna Prasad ,
1805,Municipality Hospital Swargadwar,752001,19.7993,85.8189,0,Others,Odisha,Puri,Puri (M) P.S.,
1807,Nayahat,752110,19.93501,85.97627,0,SubCentre,Odisha,Puri,Gop ,
1808,Baulanga,752110,19.98579,86.11969,0,SubCentre,Odisha,Puri,Gop ,
1809,Kanpur,752110,19.90166,85.9647,0,SubCentre,Odisha,Puri,Gop ,
1810,Badatara,752110,19.91855,86.03686,0,SubCentre,Odisha,Puri,Gop ,
1811,Balibasta,752110,19.95101,85.9477,0,SubCentre,Odisha,Puri,Gop ,
1812,Basudeipur,752110,19.86763,86.0297,0,SubCentre,Odisha,Puri,Gop ,
1814,Bedapur,752110,19.94468,86.03467,0,SubCentre,Odisha,Puri,Gop ,
1815,Charichhak,752106,19.80338,85.82059,0,Community Health Center,Odisha,Puri,Nimapada ,
1816,Bhuan,752110,19.86089,85.95122,0,SubCentre,Odisha,Puri,Gop ,
1817,Nimapada,752106,20.04956,86.00712,0,Community Health Center,Odisha,Puri,Nimapada ,
1818,Birtunga,752110,19.9705,86.0647,0,SubCentre,Odisha,Puri,Gop ,
1819,Balanga,752106,20.03753,85.88718,0,Others,Odisha,Puri,Nimapada ,
1820,Nuasantha,752106,19.99784,85.91283,0,Primary Health Centre,Odisha,Puri,Nimapada ,
1821,Bisulipada,752110,20.02119,86.13004,0,SubCentre,Odisha,Puri,Gop ,
1822,Badaninigaon,752106,20.00115,85.93359,0,Primary Health Centre,Odisha,Puri,Nimapada ,
1823,Chhaitana,752110,19.85092,85.93978,0,SubCentre,Odisha,Puri,Gop ,
1824,Rench Sasan,752106,20.09903,85.90436,0,Primary Health Centre,Odisha,Puri,Nimapada ,
1825,Balanga,752105,20.03891,85.88864,0,SubCentre,Odisha,Puri,Nimapada ,
1826,Dalani,752110,19.88328,86.07428,0,SubCentre,Odisha,Puri,Gop ,
1827,Bhanpur,752106,20.09847,85.89491,0,SubCentre,Odisha,Puri,Nimapada ,
1828,Gualipada,752015,20.01829,85.75409,0,Primary Health Centre,Odisha,Puri,Delanga ,
1829,Deysthalli,752110,20.00663,86.12687,0,SubCentre,Odisha,Puri,Gop ,
1830,Haripur,752106,20.11282,85.87093,0,SubCentre,Odisha,Puri,Nimapada ,
1831,Dihuda,752110,19.9769,85.99869,0,SubCentre,Odisha,Puri,Gop ,
1832,Begunia,752106,20.03767,86.063,0,SubCentre,Odisha,Puri,Nimapada ,
1833,Erabanga,752110,19.97685,86.05065,0,SubCentre,Odisha,Puri,Gop ,
1834,Patapur,752106,20.06822,86.06131,0,SubCentre,Odisha,Puri,Nimapada ,
1835,Gop,752110,19.98987,86.03124,0,SubCentre,Odisha,Puri,Gop ,
1836,Charichhak,752106,20.06396,85.99185,0,SubCentre,Odisha,Puri,Nimapada ,
1837,Manijanga,752106,20.06985,85.94264,0,SubCentre,Odisha,Puri,Nimapada ,
1838,Inchera,752110,19.88631,85.98137,0,SubCentre,Odisha,Puri,Gop ,
1839,Denua,752106,20.08703,86.00464,0,SubCentre,Odisha,Puri,Nimapada ,
1840,Jaunli Pokhari,752110,19.99218,86.08279,0,SubCentre,Odisha,Puri,Gop ,
1841,Tentuligaon,752106,20.03225,86.0969,0,SubCentre,Odisha,Puri,Nimapada ,
1842,Odagaon,752106,20.03432,86.11297,0,SubCentre,Odisha,Puri,Nimapada ,
